No,Date,O1,O2,O3,O4,O5,R1,R2,R3,R4,R5,B1,B2,和值,平均值,尾数和值 ,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
22024,2022/3/7,11,2,35,30,1,1,2,11,30,35,1,12,79,15.8,9,3,2,1,0,0,2,3,-1,4,6,1,1,34,19,0,0,0
22025,2022/3/9,24,29,22,7,4,4,7,22,24,29,1,7,86,17.2,26,2,3,-1,0,1,3,2,1,4,6,0,0,25,15,0,0,1
22026,2022/3/12,14,22,11,27,23,11,14,22,23,27,8,10,97,19.4,17,3,2,1,1,1,3,2,1,5,6,1,1,16,8,1,1,1
22027,2022/3/14,11,32,3,31,6,3,6,11,31,32,5,12,83,16.6,13,3,2,1,1,0,2,3,-1,4,6,1,1,29,20,0,1,0
22028,2022/3/16,4,16,17,35,9,4,9,16,17,35,1,7,81,16.2,31,3,2,1,1,0,1,4,-3,5,6,1,1,31,18,0,0,1
22029,2022/3/19,17,10,14,7,8,7,8,10,14,17,10,12,56,11.2,26,2,3,-1,0,2,0,5,-5,4,4,1,1,10,4,0,1,3
22030,2022/3/21,14,12,30,21,15,12,14,15,21,30,1,9,92,18.4,12,2,3,-1,1,1,2,3,-1,5,5,1,1,18,9,0,1,1
22031,2022/3/23,28,20,16,14,7,7,14,16,20,28,4,8,85,17,25,1,4,-3,0,3,2,3,-1,5,6,0,0,21,8,1,1,3
22032,2022/3/26,5,9,32,31,18,5,9,18,31,32,1,5,95,19,25,3,2,1,1,0,3,2,1,5,5,1,1,27,13,0,0,0
22033,2022/3/28,33,19,8,15,16,8,15,16,19,33,3,4,91,18.2,31,3,2,1,1,0,2,3,-1,5,6,1,1,25,14,0,0,3
22034,2022/3/30,2,24,28,27,10,2,10,24,27,28,6,7,91,18.2,21,1,4,-3,0,2,3,2,1,5,6,1,1,26,14,0,0,0
22035,2022/4/2,13,9,11,31,23,9,11,13,23,31,5,8,87,17.4,17,5,0,5,4,0,2,3,-1,3,5,0,0,22,10,0,0,3
22036,2022/4/4,19,26,34,21,18,18,19,21,26,34,6,7,118,23.6,28,2,3,-1,1,1,5,0,5,5,5,1,1,16,8,0,0,0
22037,2022/4/6,1,20,9,28,17,1,9,17,20,28,6,10,75,15,25,3,2,1,2,1,2,3,-1,5,2,0,0,27,8,0,0,2
22038,2022/4/9,9,7,12,11,26,7,9,11,12,26,9,12,65,13,25,3,2,1,2,1,1,4,-3,5,5,1,1,19,14,1,1,0
22039,2022/4/11,31,8,11,1,22,1,8,11,22,31,5,11,73,14.6,13,3,2,1,0,0,2,3,-1,3,6,0,0,30,11,1,1,2
22040,2022/4/13,19,25,33,10,29,10,19,25,29,33,8,12,116,23.2,26,4,1,3,3,0,4,1,3,4,5,0,0,23,9,0,0,1
22041,2022/4/16,26,33,25,15,5,5,15,25,26,33,6,11,104,20.8,24,4,1,3,2,0,3,2,1,3,5,1,1,28,10,2,2,1
22042,2022/4/18,11,10,29,8,32,8,10,11,29,32,2,6,90,18,20,2,3,-1,1,1,2,3,-1,5,4,1,1,24,18,0,0,1
22043,2022/4/20,16,24,2,17,30,2,16,17,24,30,9,12,89,17.8,19,1,4,-3,0,2,2,3,-1,5,5,1,1,28,14,0,0,1
22044,2022/4/23,20,2,1,16,17,1,2,16,17,20,3,7,56,11.2,16,2,3,-1,0,1,1,4,-3,5,4,2,2,19,14,0,3,3
22045,2022/4/25,3,12,2,7,20,2,3,7,12,20,1,5,44,8.8,14,2,3,-1,1,1,1,4,-3,4,5,1,1,18,8,1,2,2
22046,2022/4/27,27,22,6,12,7,6,7,12,22,27,3,5,74,14.8,24,2,3,-1,0,1,2,3,-1,3,4,1,1,21,10,0,2,1
22047,2022/4/30,7,10,33,11,12,7,10,11,12,33,3,11,73,14.6,13,3,2,1,0,0,1,4,-3,5,5,2,1,26,21,0,2,2
22048,2022/5/2,29,32,28,22,16,16,22,28,29,32,8,9,127,25.4,27,1,4,-3,0,2,4,1,3,4,5,1,1,16,6,0,0,1
22049,2022/5/4,20,28,6,10,35,6,10,20,28,35,1,10,99,19.8,19,1,4,-3,0,3,3,2,1,4,6,0,0,29,10,0,1,1
22050,2022/5/7,2,21,10,24,30,2,10,21,24,30,8,10,87,17.4,7,1,4,-3,0,2,3,2,1,4,6,0,0,28,11,1,1,1
22051,2022/5/9,17,1,19,33,16,1,16,17,19,33,5,6,86,17.2,26,4,1,3,2,0,2,3,-1,5,5,1,1,32,15,0,0,1
22052,2022/5/11,13,18,1,35,29,1,13,18,29,35,4,9,96,19.2,26,4,1,3,2,0,3,2,1,5,5,0,0,34,12,1,1,1
22053,2022/5/14,19,25,20,17,9,9,17,19,20,25,1,9,90,18,30,4,1,3,2,0,3,2,1,4,5,1,1,16,8,0,0,2
22054,2022/5/16,34,21,23,16,5,5,16,21,23,34,7,10,99,19.8,19,3,2,1,1,0,3,2,1,5,4,0,0,29,11,0,0,2
22055,2022/5/18,12,15,2,1,23,1,2,12,15,23,4,6,53,10.6,13,3,2,1,1,1,1,4,-3,4,5,1,1,22,10,0,1,1
22056,2022/5/21,2,31,11,17,15,2,11,15,17,31,7,9,76,15.2,16,4,1,3,3,0,1,4,-3,4,6,0,0,29,14,0,2,2
22057,2022/5/23,18,6,35,12,21,6,12,18,21,35,7,10,92,18.4,22,2,3,-1,1,2,3,2,1,5,5,0,0,29,14,0,0,2
22058,2022/5/25,35,3,24,26,4,3,4,24,26,35,7,8,92,18.4,22,2,3,-1,0,2,3,2,1,4,6,1,1,32,20,1,1,0
22059,2022/5/28,18,34,4,32,15,4,15,18,32,34,4,9,103,20.6,23,1,4,-3,0,2,3,2,1,4,5,0,0,30,14,0,1,2
22060,2022/5/30,2,6,10,20,11,2,6,10,11,20,3,9,49,9.8,9,1,4,-3,0,2,1,4,-3,4,4,1,1,18,9,0,0,0
22061,2022/6/1,30,6,19,9,22,6,9,19,22,30,1,6,86,17.2,26,2,3,-1,1,1,3,2,1,4,4,0,0,24,10,0,1,2
22062,2022/6/4,11,5,9,12,31,5,9,11,12,31,7,11,68,13.6,18,4,1,3,2,0,1,4,-3,4,6,1,1,26,19,1,1,2
22063,2022/6/6,22,26,2,31,3,2,3,22,26,31,6,10,84,16.8,14,2,3,-1,0,1,3,2,1,4,6,1,1,29,19,1,1,0
22064,2022/6/8,35,25,2,19,22,2,19,22,25,35,5,7,103,20.6,23,3,2,1,1,0,4,1,3,3,5,0,0,33,17,2,2,2
22065,2022/6/11,22,13,5,28,10,5,10,13,22,28,1,4,78,15.6,18,2,3,-1,0,1,2,3,-1,5,6,0,0,23,9,0,1,0
22066,2022/6/13,34,2,25,24,26,2,24,25,26,34,3,12,111,22.2,21,1,4,-3,0,2,4,1,3,4,5,2,1,32,22,0,0,0
22067,2022/6/15,15,33,14,32,4,4,14,15,32,33,10,11,98,19.6,18,2,3,-1,0,1,2,3,-1,4,4,2,2,29,17,0,0,1
22068,2022/6/18,10,6,3,23,15,3,6,10,15,23,3,8,57,11.4,17,3,2,1,1,1,1,4,-3,4,6,0,0,20,8,0,1,2
22069,2022/6/20,2,3,28,35,23,2,3,23,28,35,2,9,91,18.2,21,3,2,1,1,0,3,2,1,4,6,1,1,33,20,0,2,1
22070,2022/6/22,17,23,1,7,35,1,7,17,23,35,7,11,83,16.6,23,5,0,5,4,0,2,3,-1,4,4,0,0,34,12,1,2,1
22071,2022/6/25,15,19,29,9,25,9,15,19,25,29,8,9,97,19.4,37,5,0,5,4,0,3,2,1,2,2,0,0,20,6,0,0,0
22072,2022/6/27,15,30,1,12,13,1,12,13,15,30,3,7,71,14.2,11,3,2,1,1,0,1,4,-3,5,6,1,1,29,15,0,1,1
22073,2022/6/29,18,32,21,25,11,11,18,21,25,32,2,4,107,21.4,17,3,2,1,1,0,4,1,3,4,3,0,0,21,7,0,0,1
22074,2022/7/2,2,25,28,21,6,2,6,21,25,28,2,6,82,16.4,22,2,3,-1,1,1,3,2,1,5,4,0,0,26,15,2,2,0
22075,2022/7/4,12,13,4,17,18,4,12,13,17,18,7,9,64,12.8,24,2,3,-1,1,1,1,4,-3,5,4,2,2,14,8,0,0,0
22076,2022/7/6,30,17,5,35,34,5,17,30,34,35,2,9,121,24.2,21,3,2,1,1,1,3,2,1,4,6,1,1,30,13,0,1,2
22077,2022/7/9,19,10,11,5,16,5,10,11,16,19,1,10,61,12.2,21,3,2,1,0,0,1,4,-3,5,4,1,1,14,5,1,1,1
22078,2022/7/11,18,3,2,27,20,2,3,18,20,27,1,2,70,14,20,2,3,-1,0,1,3,2,1,5,6,1,1,25,15,0,0,2
22079,2022/7/13,26,32,7,10,19,7,10,19,26,32,8,12,94,18.8,24,2,3,-1,0,1,3,2,1,5,6,0,0,25,9,0,0,2
22080,2022/7/16,31,17,34,30,10,10,17,30,31,34,3,6,122,24.4,12,2,3,-1,0,0,3,2,1,4,6,1,1,24,13,0,1,1
22081,2022/7/18,19,31,32,10,5,5,10,19,31,32,9,10,97,19.4,17,3,2,1,1,0,3,2,1,5,6,1,1,27,12,1,2,2
22082,2022/7/20,27,33,30,26,4,4,26,27,30,33,2,9,120,24,20,2,3,-1,0,1,4,1,3,5,5,1,1,29,22,0,0,3
22083,2022/7/23,26,2,32,17,9,2,9,17,26,32,4,6,86,17.2,26,2,3,-1,1,1,2,3,-1,4,5,0,0,30,9,0,1,2
22084,2022/7/25,25,3,27,11,19,3,11,19,25,27,4,12,85,17,25,5,0,5,4,0,3,2,1,5,3,0,0,24,8,0,0,3
22085,2022/7/27,11,33,16,35,31,11,16,31,33,35,6,8,126,25.2,16,4,1,3,2,0,3,2,1,4,5,0,0,24,15,0,1,0
22086,2022/7/30,28,21,10,31,4,4,10,21,28,31,8,11,94,18.8,14,2,3,-1,0,1,3,2,1,4,6,0,0,27,11,0,1,1
22087,2022/8/1,6,24,10,4,28,4,6,10,24,28,6,12,72,14.4,22,0,5,-5,0,4,2,3,-1,4,4,0,0,24,14,1,3,0
22088,2022/8/3,8,20,35,10,1,1,8,10,20,35,6,11,74,14.8,14,2,3,-1,0,2,2,3,-1,4,6,0,0,34,15,1,1,0
22089,2022/8/6,33,31,20,1,21,1,20,21,31,33,3,11,106,21.2,6,4,1,3,2,0,4,1,3,3,6,1,1,32,19,1,2,1
22090,2022/8/8,1,25,31,24,20,1,20,24,25,31,9,12,101,20.2,11,3,2,1,1,1,4,1,3,4,6,1,1,30,19,2,3,1
22091,2022/8/10,22,2,20,11,34,2,11,20,22,34,4,12,89,17.8,9,1,4,-3,0,2,3,2,1,4,5,0,0,32,12,0,1,1
22092,2022/8/13,12,4,29,23,1,1,4,12,23,29,5,12,69,13.8,19,3,2,1,1,1,2,3,-1,5,5,0,0,28,11,0,0,3
22093,2022/8/15,11,29,21,7,14,7,11,14,21,29,7,10,82,16.4,22,4,1,3,2,0,2,3,-1,4,5,0,0,22,8,1,1,1
22094,2022/8/17,19,4,7,12,3,3,4,7,12,19,2,5,45,9,25,3,2,1,0,0,1,4,-3,5,6,1,1,16,7,0,1,1
22095,2022/8/20,35,25,8,22,5,5,8,22,25,35,2,7,95,19,25,3,2,1,1,1,3,2,1,3,4,0,0,30,14,0,0,2
22096,2022/8/22,16,33,19,24,27,16,19,24,27,33,1,6,119,23.8,29,3,2,1,1,0,4,1,3,5,4,0,0,17,6,0,0,1
22097,2022/8/24,29,22,28,5,13,5,13,22,28,29,5,11,97,19.4,27,3,2,1,1,1,3,2,1,5,6,1,1,24,9,0,0,1
22098,2022/8/27,11,3,1,6,13,1,3,6,11,13,3,11,34,6.8,14,4,1,3,2,0,0,5,-5,3,3,0,0,12,5,0,1,1
22099,2022/8/29,33,7,18,27,25,7,18,25,27,33,4,5,110,22,30,4,1,3,2,0,4,1,3,4,6,0,0,26,11,0,0,1
22100,2022/8/31,10,20,19,31,23,10,19,20,23,31,3,7,103,20.6,13,3,2,1,1,0,4,1,3,4,6,1,1,21,9,0,0,1
22101,2022/9/3,2,7,6,4,8,2,4,6,7,8,3,6,27,5.4,27,1,4,-3,0,2,0,5,-5,5,2,2,1,6,2,0,0,0
22102,2022/9/5,1,20,14,5,30,1,5,14,20,30,2,4,70,14,10,2,3,-1,1,2,2,3,-1,4,6,0,0,29,10,0,0,2
22103,2022/9/7,8,21,16,32,12,8,12,16,21,32,1,12,89,17.8,19,1,4,-3,0,2,2,3,-1,4,5,0,0,24,11,0,0,1
22104,2022/9/10,19,13,25,3,5,3,5,13,19,25,2,5,65,13,25,5,0,5,4,0,2,3,-1,3,5,0,0,22,8,0,0,1
22105,2022/9/12,9,1,8,21,22,1,8,9,21,22,1,4,61,12.2,21,3,2,1,1,0,2,3,-1,4,4,2,2,21,12,0,0,0
22106,2022/9/14,21,32,17,28,16,16,17,21,28,32,4,7,114,22.8,24,2,3,-1,1,1,3,2,1,5,4,1,1,16,7,0,1,1
22107,2022/9/17,29,9,7,28,19,7,9,19,28,29,8,10,92,18.4,42,4,1,3,2,0,3,2,1,3,5,1,1,22,10,1,1,1
22108,2022/9/19,26,13,7,28,4,4,7,13,26,28,7,11,78,15.6,28,2,3,-1,1,1,2,3,-1,5,6,0,0,24,13,0,2,1
22109,2022/9/21,29,35,9,24,5,5,9,24,29,35,5,12,102,20.4,32,4,1,3,2,0,3,2,1,3,6,0,0,30,15,0,0,2
22110,2022/9/24,16,13,2,18,23,2,13,16,18,23,3,6,72,14.4,22,2,3,-1,0,1,2,3,-1,4,5,0,0,21,11,0,0,1
22111,2022/9/26,19,31,16,6,12,6,12,16,19,31,6,10,84,16.8,24,2,3,-1,1,2,2,3,-1,4,6,0,0,25,12,1,1,2
22112,2022/9/28,26,11,4,20,18,4,11,18,20,26,6,12,79,15.8,19,1,4,-3,0,2,3,2,1,5,5,0,0,22,7,0,0,3
22113,2022/10/5,13,33,31,22,15,13,15,22,31,33,5,12,114,22.8,14,4,1,3,2,0,3,2,1,4,3,0,0,20,9,0,0,0
22114,2022/10/8,21,24,28,11,27,11,21,24,27,28,5,10,111,22.2,21,3,2,1,1,0,4,1,3,4,5,1,1,17,10,0,0,1
22115,2022/10/10,20,19,23,17,27,17,19,20,23,27,3,8,106,21.2,26,4,1,3,2,0,4,1,3,4,4,1,1,10,4,0,1,3
22116,2022/10/12,22,20,7,1,31,1,7,20,22,31,7,12,81,16.2,11,3,2,1,1,1,3,2,1,4,6,0,0,30,13,1,1,2
22117,2022/10/15,15,9,21,12,32,9,12,15,21,32,2,7,89,17.8,19,3,2,1,1,0,2,3,-1,4,4,0,0,23,11,0,0,2
22118,2022/10/17,15,17,26,5,2,2,5,15,17,26,2,8,65,13,25,3,2,1,2,0,1,4,-3,4,6,0,0,24,10,1,1,0
22119,2022/10/19,29,16,9,1,25,1,9,16,25,29,4,9,80,16,30,4,1,3,2,0,2,3,-1,4,6,0,0,28,9,0,0,3
22120,2022/10/22,26,22,11,33,30,11,22,26,30,33,3,5,122,24.4,12,2,3,-1,0,2,4,1,3,5,4,0,0,22,11,0,0,2
22121,2022/10/24,4,16,15,21,20,4,15,16,20,21,4,5,76,15.2,16,2,3,-1,0,1,2,3,-1,5,4,2,2,17,11,0,0,1
22122,2022/10/26,17,19,15,25,4,4,15,17,19,25,6,12,80,16,30,4,1,3,3,0,2,3,-1,4,5,0,0,21,11,2,2,3
22123,2022/10/29,20,28,29,30,2,2,20,28,29,30,7,10,109,21.8,19,1,4,-3,0,2,4,1,3,4,5,2,1,28,18,0,0,1
22124,2022/10/31,2,4,25,11,30,2,4,11,25,30,6,12,72,14.4,12,2,3,-1,1,1,2,3,-1,5,6,0,0,28,14,2,2,1
22125,2022/11/2,14,3,7,16,19,3,7,14,16,19,1,11,59,11.8,29,3,2,1,1,1,1,4,-3,5,6,0,0,16,7,0,0,1
22126,2022/11/5,4,5,8,35,22,4,5,8,22,35,1,3,74,14.8,24,2,3,-1,0,1,2,3,-1,4,6,1,1,31,14,0,0,2
22127,2022/11/7,3,8,9,20,2,2,3,8,9,20,4,10,42,8.4,22,2,3,-1,0,0,1,4,-3,5,4,2,2,18,11,1,1,2
22128,2022/11/9,21,19,35,10,23,10,19,21,23,35,4,10,108,21.6,18,4,1,3,3,0,4,1,3,5,5,0,0,25,12,0,0,3
22129,2022/11/12,35,23,10,34,17,10,17,23,34,35,1,4,119,23.8,19,3,2,1,1,0,3,2,1,5,6,1,1,25,11,2,3,1
22130,2022/11/14,15,18,5,7,23,5,7,15,18,23,5,10,68,13.6,28,4,1,3,2,0,2,3,-1,4,5,0,0,18,8,0,1,1
22131,2022/11/16,6,8,2,17,10,2,6,8,10,17,5,6,43,8.6,23,1,4,-3,0,3,0,5,-5,5,4,0,0,15,7,0,0,3
22132,2022/11/19,35,2,34,30,27,2,27,30,34,35,9,12,128,25.6,18,2,3,-1,0,1,4,1,3,5,6,1,1,33,25,1,1,0
22133,2022/11/21,2,14,31,30,1,1,2,14,30,31,6,9,78,15.6,8,2,3,-1,0,2,2,3,-1,4,4,2,2,30,16,0,2,2
22134,2022/11/23,32,23,16,27,3,3,16,23,27,32,3,6,101,20.2,21,3,2,1,1,0,3,2,1,4,6,0,0,29,13,0,0,2
22135,2022/11/26,31,27,10,32,9,9,10,27,31,32,1,3,109,21.8,19,3,2,1,1,0,3,2,1,5,4,2,2,23,17,1,2,1
22136,2022/11/28,33,11,15,1,17,1,11,15,17,33,3,11,77,15.4,17,5,0,5,4,0,1,4,-3,4,5,0,0,32,16,0,0,2
22137,2022/11/30,5,8,20,6,15,5,6,8,15,20,7,8,54,10.8,24,2,3,-1,0,1,1,4,-3,4,6,1,1,15,7,0,1,0
22138,2022/12/3,16,27,13,33,5,5,13,16,27,33,7,12,94,18.8,24,4,1,3,2,0,2,3,-1,4,5,0,0,28,11,1,1,2
22139,2022/12/5,1,14,13,35,22,1,13,14,22,35,2,5,85,17,15,3,2,1,1,1,2,3,-1,5,4,1,1,34,13,1,1,1
22140,2022/12/7,5,25,26,15,29,5,15,25,26,29,4,12,100,20,30,4,1,3,2,0,3,2,1,3,5,1,1,24,10,0,0,1
22141,2022/12/10,25,5,14,24,6,5,6,14,24,25,2,4,74,14.8,24,2,3,-1,0,2,2,3,-1,3,4,2,2,20,10,1,2,4
22142,2022/12/12,7,29,35,14,12,7,12,14,29,35,1,11,97,19.4,27,3,2,1,1,1,2,3,-1,5,6,0,0,28,15,1,1,1
22143,2022/12/14,13,27,33,14,10,10,13,14,27,33,7,8,97,19.4,17,3,2,1,1,0,2,3,-1,4,6,1,1,23,13,1,1,1
22144,2022/12/17,21,8,4,15,3,3,4,8,15,21,4,7,51,10.2,21,3,2,1,1,1,1,4,-3,5,6,1,1,18,7,0,0,1
22145,2022/12/19,35,30,10,20,29,10,20,29,30,35,6,9,124,24.8,14,2,3,-1,0,1,4,1,3,3,5,1,1,25,10,0,0,1
22146,2022/12/21,28,1,21,23,35,1,21,23,28,35,7,9,108,21.6,18,4,1,3,2,0,4,1,3,4,5,0,0,34,20,1,1,2
22147,2022/12/24,30,4,12,28,22,4,12,22,28,30,9,11,96,19.2,16,0,5,-5,0,4,3,2,1,4,4,0,0,26,10,1,1,1
22148,2022/12/26,6,26,27,5,4,4,5,6,26,27,7,12,68,13.6,28,2,3,-1,0,1,2,3,-1,4,2,3,2,23,20,1,1,2
22149,2022/12/28,22,15,26,28,19,15,19,22,26,28,2,7,110,22,30,2,3,-1,1,2,4,1,3,5,4,0,0,13,4,1,1,2
22150,2022/12/31,7,6,26,30,29,6,7,26,29,30,3,12,98,19.6,28,2,3,-1,0,0,3,2,1,4,4,2,2,24,19,0,1,1
23001,2023/1/2,19,27,18,24,34,18,19,24,27,34,11,12,122,24.4,32,2,3,-1,0,0,5,0,5,4,6,1,1,16,7,0,0,1
23002,2023/1/4,21,27,14,11,26,11,14,21,26,27,2,7,99,19.8,19,3,2,1,0,0,3,2,1,4,6,1,1,16,7,0,1,1
23003,2023/1/7,22,5,21,14,6,5,6,14,21,22,2,9,68,13.6,18,2,3,-1,0,1,2,3,-1,5,3,2,2,17,8,0,2,1
23004,2023/1/9,15,22,20,4,13,4,13,15,20,22,4,8,74,14.8,14,2,3,-1,1,1,2,3,-1,5,3,0,0,18,9,1,1,5
23005,2023/1/11,29,1,3,10,20,1,3,10,20,29,6,11,63,12.6,13,3,2,1,1,1,2,3,-1,4,4,0,0,28,10,1,1,1
23006,2023/1/14,12,2,4,27,35,2,4,12,27,35,6,7,80,16,20,2,3,-1,1,2,2,3,-1,4,4,0,0,33,15,0,0,2
23007,2023/1/16,30,24,32,2,3,2,3,24,30,32,1,6,91,18.2,11,1,4,-3,0,2,3,2,1,4,6,1,1,30,21,1,1,1
23008,2023/1/18,9,4,17,25,22,4,9,17,22,25,1,5,77,15.4,27,3,2,1,1,0,2,3,-1,5,3,0,0,21,8,0,0,2
23009,2023/1/30,11,33,15,5,1,1,5,11,15,33,1,10,65,13,15,5,0,5,4,0,1,4,-3,3,4,0,0,32,18,0,0,1
23010,2023/2/1,13,26,6,23,5,5,6,13,23,26,1,6,73,14.6,23,3,2,1,1,0,2,3,-1,3,6,1,1,21,10,0,1,1
23011,2023/2/4,2,7,8,17,25,2,7,8,17,25,1,3,59,11.8,29,3,2,1,1,0,1,4,-3,4,6,1,1,23,9,0,0,2
23012,2023/2/6,17,28,7,16,18,7,16,17,18,28,2,3,86,17.2,36,2,3,-1,0,1,2,3,-1,3,3,2,1,21,10,0,2,3
23013,2023/2/8,23,1,25,9,2,1,2,9,23,25,2,6,60,12,20,4,1,3,2,0,2,3,-1,5,6,1,1,24,14,0,0,0
23014,2023/2/11,22,18,24,3,8,3,8,18,22,24,1,9,75,15,25,1,4,-3,0,3,3,2,1,4,6,0,0,21,10,0,0,4
23015,2023/2/13,16,8,34,25,24,8,16,24,25,34,8,12,107,21.4,27,1,4,-3,0,2,3,2,1,4,4,1,1,26,9,0,2,1
23016,2023/2/15,4,2,32,12,31,2,4,12,31,32,7,11,81,16.2,11,1,4,-3,0,2,2,3,-1,3,6,1,1,30,19,0,0,0
23017,2023/2/18,27,2,9,5,22,2,5,9,22,27,10,11,65,13,25,3,2,1,1,0,2,3,-1,4,6,0,0,25,13,1,1,1
23018,2023/2/20,8,26,17,4,30,4,8,17,26,30,3,11,85,17,25,1,4,-3,0,2,2,3,-1,5,2,0,0,26,9,0,0,3
23019,2023/2/22,9,5,8,11,15,5,8,9,11,15,6,8,48,9.6,28,4,1,3,2,0,0,5,-5,4,3,1,1,10,4,1,1,2
23020,2023/2/25,25,23,28,6,5,5,6,23,25,28,6,9,87,17.4,27,3,2,1,1,0,3,2,1,4,6,1,1,23,17,1,1,1
23021,2023/2/27,9,27,18,23,2,2,9,18,23,27,3,5,79,15.8,29,3,2,1,1,0,3,2,1,5,5,0,0,25,9,0,1,1
23022,2023/3/1,28,11,26,7,15,7,11,15,26,28,8,10,87,17.4,27,3,2,1,2,1,2,3,-1,5,5,0,0,21,11,0,0,2
23023,2023/3/4,23,25,9,33,21,9,21,23,25,33,3,10,111,22.2,21,5,0,5,4,0,4,1,3,4,4,0,0,24,12,0,0,1
23024,2023/3/6,11,30,24,27,15,11,15,24,27,30,1,10,107,21.4,17,3,2,1,1,0,3,2,1,5,5,0,0,19,9,0,0,1
23025,2023/3/8,31,30,3,9,27,3,9,27,30,31,11,12,100,20,20,4,1,3,2,0,3,2,1,5,6,1,1,28,18,0,2,1
23026,2023/3/11,30,13,2,24,27,2,13,24,27,30,1,6,96,19.2,16,2,3,-1,0,0,3,2,1,5,4,0,0,28,11,0,2,2
23027,2023/3/13,15,12,9,10,23,9,10,12,15,23,3,6,69,13.8,19,3,2,1,1,1,1,4,-3,5,5,1,1,14,8,0,0,2
23028,2023/3/15,34,1,3,30,29,1,3,29,30,34,4,12,97,19.4,17,3,2,1,2,1,3,2,1,5,6,1,1,33,26,0,0,0
23029,2023/3/18,27,25,35,34,7,7,25,27,34,35,9,11,128,25.6,28,4,1,3,2,0,4,1,3,3,6,1,1,28,18,0,1,1
23030,2023/3/20,35,20,6,12,11,6,11,12,20,35,5,12,84,16.8,14,2,3,-1,0,1,2,3,-1,5,6,1,1,29,15,1,1,2
23031,2023/3/22,16,25,8,7,5,5,7,8,16,25,3,11,61,12.2,31,3,2,1,1,1,1,4,-3,4,5,1,1,20,9,0,0,2
23032,2023/3/25,30,5,28,18,6,5,6,18,28,30,2,7,87,17.4,27,1,4,-3,0,3,3,2,1,4,5,1,1,25,12,1,1,1
23033,2023/3/27,4,6,10,11,25,4,6,10,11,25,7,9,56,11.2,16,2,3,-1,1,2,1,4,-3,5,6,1,1,21,14,1,1,2
23034,2023/3/29,15,9,7,24,10,7,9,10,15,24,4,12,65,13,25,3,2,1,1,0,1,4,-3,5,6,1,1,17,9,1,1,4
23035,2023/4/1,25,14,29,23,7,7,14,23,25,29,2,11,98,19.6,28,4,1,3,2,0,3,2,1,5,6,0,0,22,9,1,1,3
23036,2023/4/3,26,13,22,1,31,1,13,22,26,31,2,10,93,18.6,13,3,2,1,1,1,3,2,1,4,5,0,0,30,12,0,0,3
23037,2023/4/5,24,16,8,20,6,6,8,16,20,24,7,8,74,14.8,24,0,5,-5,0,4,2,3,-1,4,4,0,0,18,8,0,0,0
23038,2023/4/8,10,4,18,32,27,4,10,18,27,32,10,12,91,18.2,21,1,4,-3,0,2,3,2,1,5,5,0,0,28,9,0,0,0
23039,2023/4/10,24,34,26,2,30,2,24,26,30,34,6,7,116,23.2,16,0,5,-5,0,4,4,1,3,4,5,0,0,32,22,0,0,1
23040,2023/4/12,5,18,22,30,4,4,5,18,22,30,5,12,79,15.8,19,1,4,-3,0,2,3,2,1,5,6,1,1,26,13,0,1,0
23041,2023/4/15,26,13,5,35,8,5,8,13,26,35,5,9,87,17.4,27,3,2,1,0,0,2,3,-1,4,6,0,0,30,13,0,1,1
23042,2023/4/17,16,27,23,21,2,2,16,21,23,27,1,8,89,17.8,19,3,2,1,2,1,3,2,1,5,6,0,0,25,14,0,0,1
23043,2023/4/19,27,17,2,4,20,2,4,17,20,27,1,8,70,14,20,2,3,-1,0,1,2,3,-1,4,6,0,0,25,13,2,2,2
23044,2023/4/22,15,6,7,8,2,2,6,7,8,15,7,10,38,7.6,28,2,3,-1,0,1,0,5,-5,5,5,2,1,13,7,1,1,0
23045,2023/4/24,7,28,10,31,13,7,10,13,28,31,4,5,89,17.8,19,3,2,1,0,0,2,3,-1,5,2,0,0,24,15,0,1,1
23046,2023/4/26,13,21,32,28,25,13,21,25,28,32,2,10,119,23.8,19,3,2,1,2,1,4,1,3,5,4,0,0,19,8,1,2,1
23047,2023/4/29,24,12,25,13,10,10,12,13,24,25,11,12,84,16.8,14,2,3,-1,0,1,2,3,-1,5,4,2,2,15,11,0,2,2
23048,2023/5/1,7,32,16,25,13,7,13,16,25,32,9,11,93,18.6,23,3,2,1,1,0,2,3,-1,5,5,0,0,25,9,0,2,2
23049,2023/5/3,3,22,26,17,28,3,17,22,26,28,7,12,96,19.2,26,2,3,-1,1,2,3,2,1,5,6,0,0,25,14,0,0,2
23050,2023/5/6,29,8,9,14,25,8,9,14,25,29,4,6,85,17,35,3,2,1,1,0,2,3,-1,4,6,1,1,21,11,0,0,2
23051,2023/5/8,33,11,29,19,3,3,11,19,29,33,3,12,95,19,25,5,0,5,4,0,3,2,1,3,5,0,0,30,10,0,1,0
23052,2023/5/10,33,8,11,2,30,2,8,11,30,33,5,8,84,16.8,14,2,3,-1,0,1,2,3,-1,5,4,0,0,31,19,1,2,2
23053,2023/5/13,11,1,20,14,3,1,3,11,14,20,2,11,49,9.8,9,3,2,1,2,1,1,4,-3,4,6,0,0,19,8,1,1,2
